1.1318590303846654,1.0025275530575424,0.8658008658008658,0.9878934624697336,0.5204081632653061,0.9518144857702153,0.5102040816326531,0.9763283535418403,0.7346938775510204,0.9991024563927665,0.5918367346938775,rewrite -z,resub,resub -z,resub,rewrite -z,resub,refactor -z,rewrite,resub,resub
1.1516678276660388,1.01888177978812,1.025252525252525,0.9689265536723163,0.5104166666666666,0.9673414304993252,0.6041666666666666,0.9895556020024866,0.6770833333333334,0.9908381979171786,0.6666666666666666,rewrite,rewrite,resub,refactor,rewrite -z,refactor -z,resub,rewrite,balance,resub
1.0567178607670051,1.00624243126878,1.0980392156862746,0.8560983715520106,0.45098039215686275,0.9553414460852155,0.6470588235294118,0.9897038099695741,0.6666666666666666,0.9940863592089033,0.7254901960784313,rewrite,rewrite,resub,balance,rewrite -z,resub,refactor,balance,resub -z,rewrite -z
1.006791006011757,0.9874318719762013,1.1748251748251748,0.9126466753585397,0.4807692307692308,0.9374824228937718,0.6923076923076923,0.9464641913923857,0.6634615384615384,0.982761747108437,0.6826923076923077,refactor -z,balance,rewrite,balance,resub,refactor,resub -z,resub -z,refactor -z,refactor -z
1.0091245677149447,1.0302232811594978,1.328759291023442,0.9312440038375439,0.49056603773584906,0.9781092196366286,0.7830188679245284,0.9780103342257577,0.660377358490566,0.9996886173717437,0.6886792452830188,resub,balance,refactor -z,resub,refactor -z,balance,resub,rewrite -z,resub,resub
1.061994077503167,0.9134880835402753,0.9720506031185642,0.9215073226921178,0.4854368932038835,0.8672790965598542,0.5728155339805825,0.9489327888198206,0.6796116504854369,0.96411159875175,0.6116504854368932,resub,balance,refactor -z,rewrite -z,resub,resub -z,balance,rewrite -z,balance,rewrite
1.0597932883538186,1.0091993925733254,1.0606060606060606,1.0221642764015644,0.5384615384615384,0.9581488288797776,0.625,0.9886979652310015,0.7788461538461539,0.9986185804066099,0.6538461538461539,refactor,resub,resub,resub,resub,rewrite -z,rewrite,balance,balance,refactor -z
1.0170226668505535,1.014368027260352,1.0454545454545454,1.0,0.5267857142857143,0.9630560070932467,0.6160714285714286,0.9729830777603179,0.7232142857142857,0.9873775021468298,0.625,refactor -z,balance,rewrite,balance,resub,rewrite -z,resub,refactor -z,resub -z,rewrite -z
1.0506097258230762,1.0145209460069886,1.0405946255002858,0.9312440038375439,0.49056603773584906,0.9632011904128976,0.6132075471698113,0.976042539884879,0.7264150943396226,0.9944189486106493,0.5943396226415094,balance,rewrite -z,rewrite -z,resub,balance,refactor -z,rewrite,resub,resub -z,resub -z
1.0290104044890407,1.032736407050864,1.2166952544311034,1.020786696514231,0.5377358490566038,0.9804952185258075,0.7169811320754716,0.9871558247490131,0.7264150943396226,0.9886959697312432,0.7169811320754716,rewrite,refactor,refactor,rewrite -z,resub,balance,rewrite -z,resub,rewrite -z,balance
0.9392702902856122,1.0194551021979459,1.1618891618891618,0.9577034661780424,0.5045045045045045,0.9678857512743749,0.6846846846846847,0.9959597767519937,0.7387387387387387,0.9956955506097994,0.7387387387387387,refactor,refactor,refactor,rewrite -z,resub,balance,rewrite -z,resub,rewrite -z,balance
1.0232211392902484,1.0209568802244564,1.197860962566845,1.0049850448654039,0.5294117647058824,0.9693115615433144,0.7058823529411765,0.9984461171069935,0.5980392156862745,0.9815972555575546,0.7058823529411765,refactor,balance,refactor,rewrite -z,resub,balance,rewrite -z,resub,rewrite -z,balance
1.0084880031971237,0.9864312905373575,1.0606060606060606,1.058670143415906,0.5576923076923077,0.9365324560776181,0.625,0.9632235364288052,0.7403846153846154,0.892708751850667,0.625,refactor,balance,rewrite,rewrite -z,resub,balance,rewrite -z,resub,rewrite -z,balance
1.0084880031971237,0.9864312905373575,1.0116550116550116,1.058670143415906,0.5576923076923077,0.9365324560776181,0.5961538461538461,0.9632235364288052,0.7019230769230769,0.968547721017691,0.7115384615384616,refactor,balance,rewrite,rewrite -z,resub,balance,rewrite -z,resub,rewrite -z,balance
1.036627060504982,0.993434165893672,1.1095571095571095,1.0221642764015644,0.5384615384615384,0.943181089510041,0.6538461538461539,0.9741290781686295,0.7211538461538461,0.9825977163001393,0.7211538461538461,refactor,balance,rewrite,rewrite -z,refactor -z,balance,rewrite -z,resub,rewrite -z,balance
1.0499535593117038,0.9966927266832128,1.062588501840838,1.0112466339299857,0.5327102803738317,0.9462748153161683,0.6261682242990654,0.9928320956880199,0.5794392523364486,0.9851557516107982,0.6822429906542056,refactor,balance,rewrite,rewrite -z,refactor -z,refactor,rewrite -z,resub,rewrite -z,balance
1.043527916386463,0.9715697714204283,1.0056116722783388,0.9843063402385436,0.5185185185185185,0.9224227100333294,0.5925925925925926,0.923518538773519,0.7037037037037037,0.9792752614849122,0.5648148148148148,refactor,balance,rewrite,rewrite -z,refactor -z,refactor,balance,resub,rewrite -z,balance
1.0372202490029279,0.9775546738165097,0.9741863075196409,0.9843063402385436,0.5185185185185185,0.9281048648819794,0.5740740740740741,0.9312681377820328,0.6759259259259259,0.971350873500258,0.6203703703703703,refactor,balance,rewrite,rewrite -z,refactor -z,refactor,balance,balance,rewrite -z,balance
1.0866932672751728,0.9896484205148165,0.9463869463869464,1.0769230769230769,0.5673076923076923,0.9395868468580134,0.5576923076923077,0.9979265436543926,0.6923076923076923,0.955651113575099,0.5480769230769231,refactor,balance,rewrite,rewrite -z,refactor -z,refactor,balance,balance,rewrite,balance
1.0866932672751728,0.9896484205148165,0.9627039627039626,1.0769230769230769,0.5673076923076923,0.9395868468580134,0.5673076923076923,0.9979265436543926,0.6923076923076923,0.9861663913139529,0.5865384615384616,refactor,balance,rewrite,rewrite -z,refactor -z,refactor,balance,balance,rewrite,balance
1.1168817024282984,1.0129231535338226,1.126026621353724,0.9757642958973546,0.514018691588785,0.9616842226082963,0.6635514018691588,0.9760605161422156,0.6542056074766355,0.9710675257862474,0.6635514018691588,rewrite -z,refactor -z,refactor -z,resub -z,refactor -z,balance,rewrite -z,resub -z,resub -z,rewrite -z
1.1621157111965719,1.007125426988818,1.217391304347826,1.01105379513633,0.532608695652174,0.9561797752808988,0.717391304347826,0.9738451401392166,0.6304347826086957,0.9861883651233879,0.6847826086956522,refactor -z,refactor -z,rewrite -z,rewrite,resub -z,balance,resub,refactor -z,refactor -z,resub -z
